review_id,product_id,customer_id,rating,review_text,review_date,helpful_votes
REV-DBB7D6E0,PROD-9A5F63AA,CUST-F918A4C0,4,"Works as described, happy with it.",2022-09-05,26
REV-F9DD02D7,PROD-BFF3526B,CUST-3449F549,3,Gets the job done but could be better.,2023-06-11,22
REV-C5CE0956,PROD-6EFF520C,CUST-899211E8,4,"Solid product, would recommend.",2022-09-14,26
REV-799A3A71,PROD-D33AB38C,CUST-2016BC41,4,"Works as described, happy with it.",2023-10-13,35
REV-5A1F3373,PROD-71C4E5EF,CUST-E1AFF3AB,4,"Works as described, happy with it.",2023-11-21,44
REV-4E63E6DD,PROD-CD51CEBB,CUST-0E393329,5,Absolutely love it! Best purchase ever.,2023-07-07,33
REV-1FC2A2AF,PROD-C0B127A9,CUST-C89E76BB,5,Absolutely love it! Best purchase ever.,2022-09-25,48
REV-FA79B621,PROD-6A13D41F,CUST-2A58C8F6,3,"Average product, nothing special.",2023-08-11,31
REV-3FB8B352,PROD-C0B127A9,CUST-DA0E116D,3,Gets the job done but could be better.,2023-01-14,44
REV-CCA172D0,PROD-790E63A6,CUST-977374FB,3,Okay for the price.,2022-08-18,30
REV-72377BC0,PROD-DF356D3A,CUST-70A90294,4,Good value for money.,2024-01-14,2
REV-5E65A262,PROD-F2B52A80,CUST-F8FAA68C,5,Absolutely love it! Best purchase ever.,2023-02-04,30
REV-1B05BAF3,PROD-963421E3,CUST-F2283C2B,4,Good value for money.,2023-06-16,33
REV-06696693,PROD-1013CB12,CUST-5D15A25C,5,"Top quality product, fast delivery.",2024-05-12,26
REV-6F89562B,PROD-0E7593BC,CUST-D4F8E1A0,5,Absolutely love it! Best purchase ever.,2022-11-04,30
REV-453812A0,PROD-AB1FF945,CUST-F50E08A0,5,Exceeded my expectations completely.,2022-10-27,20
REV-06B18EBF,PROD-8EA520A4,CUST-E2080DB5,5,Perfect fit and great build quality.,2024-09-06,17
REV-A95177D7,PROD-963421E3,CUST-FDFC002F,2,"Not as described, expected better.",2023-04-27,35
REV-30519AFA,PROD-3AD6D727,CUST-63A40671,5,"Top quality product, fast delivery.",2024-09-30,31
REV-885F0E0F,PROD-6EFF520C,CUST-FF04FDC2,5,Absolutely love it! Best purchase ever.,2024-09-16,45
REV-A3286877,PROD-D535BA9E,CUST-085AF52B,5,Absolutely love it! Best purchase ever.,2022-10-03,44
REV-61E0866A,PROD-F5D61492,CUST-68411D62,4,Good value for money.,2023-06-02,16
REV-8E3ED550,PROD-F8706B59,CUST-4ADE8457,2,Okay but overpriced.,2023-04-22,14
REV-9F8C2FBA,PROD-60974ED2,CUST-F637CE5E,2,Disappointed with the quality.,2024-02-08,15
